0 1 0 0 0 0 0
0.01 0.99997500015625 0.00499993750026042 1.24998958336589e-05 2.08332031253255e-08 2.60415364586046e-11 2.6041558159916e-14
0.02 0.999900002499972 0.00999950000833326 4.99983333541665e-05 1.66662500041666e-07 4.16658333402777e-10 8.33319444543651e-13
0.03 0.999775012655934 0.0149983125632801 0.000112491562737301 5.62468360086905e-07 2.10928007990477e-09 6.32788769912629e-12
0.04 0.999600039998222 0.0199960002666578 0.000199973334666631 1.33320000533321e-06 6.66613335111077e-09 2.66648889396817e-11
0.05 0.999375097649469 0.0249921883137597 0.000312434900919385 2.60375979105543e-06 1.6274007267419e-08 8.1371731606731e-11
0.06 0.999100202479751 0.0299865020248481 0.000449865015186589 4.49898759112044e-06 3.37439254556055e-08 2.02469626952605e-10
0.07 0.998775375105191 0.0349785668763761 0.000612249934127407 7.14364518993716e-06 6.25107243501695e-08 4.37592939350731e-10
0.08 0.998400639886234 0.0399680085321956 0.000799573418657565 1.0662400682606e-05 1.06632537884098e-07 8.53105803782393e-10
0.09 0.997976024925619 0.0449544528747491 0.00101181673547176 1.51798128849059e-05 1.70790188629169e-07 1.53721546470963e-09
0.1 0.99750156206604 0.049937526036242 0.00124895865879992 2.08203157547563e-05 2.6028648545684e-07 2.60308179096444e-09
0.11 0.996977286887489 0.0549168544297937 0.00151097547239706 2.77082028267892e-05 3.81045427801651e-07 4.19192242177628e-09
0.12 0.996403238704292 0.0598920647805635 0.00179784097176676 3.59676116616675e-05 5.39611316620007e-07 6.47611299962148e-09
0.13 0.995779460561834 0.0648627841568494 0.00210952646661774 4.57225083117809e-05 7.43147772148065e-07 9.66228194621016e-09
0.14 0.995105999232973 0.0698286400011569 0.00244600078355366 5.70966718049522e-05 9.9943665857334e-07 1.39943992386279e-08
0.15 0.99438290521414 0.0747892601612352 0.00280723026899561 7.02136786477839e-05 1.31687691574551e-06 1.97568586434211e-08
0.16 0.993610232721134 0.0797442729210777 0.00319317879233712 8.51968873502715e-05 1.70448329806278e-06 2.72775528672562e-08
0.17 0.992788039684604 0.0846933070318845 0.00360380774933146 0.000102169422973311 2.17188502068088e-06 3.69309410836945e-08
0.18 0.991916387745221 0.0896359917429839 0.00403907606571081 0.00012125416170072 2.72932431320288e-06 4.91411082966036e-08
0.19 0.990995342248544 0.0945719568327102 0.00449894020103701 0.000142573715437404 3.3876548810184e-06 6.43848160017795e-08
0.2 0.990024972239577 0.099500832639236 0.00498335415278356 0.000166250416435268 4.15834027447193e-06 8.31945436094692e-08
0.21 0.98900535045701 0.104422250091354 0.00549226946064839 0.000192406301948505 5.05345216605067e-06 1.06161520091674e-07
0.22 0.987936553327169 0.109335840739209 0.0060256352110971 0.000221163098919873 6.08566853579279e-06 1.33938745319374e-07
0.23 0.986818660957642 0.114241236784974 0.00658339804213626 0.000252642208699553 7.26827176512815e-06 1.67244000556136e-07
0.24 0.985651757130607 0.119138071113471 0.00716550214831614 0.00028696469179822 8.61514663937389e-06 2.06862847575964e-07
0.25 0.984435929295853 0.124025977322727 0.00777188928596268 0.000324251252675908 1.01407782591182e-05 2.53651615874724e-07
0.26 0.983171268563497 0.128904589754477 0.00840249877863798 0.000364622224568278 1.1860249860736e-05 3.08540377445987e-07
0.27 0.981857869696391 0.133773543524595 0.0090572675228289 0.000408197554351884 1.37892405462911e-05 3.72535908593759e-07
0.28 0.980495831102235 0.138632474553454 0.00973612999386326 0.00045509678745003 1.594402292309e-05 4.46724638256228e-07
0.29 0.979085254825372 0.143481019596227 0.010439018252053 0.0005054390527808 1.8341460653163e-05 5.32275582316369e-07
0.3 0.977626246538296 0.148318816273104 0.011165861949064 0.000559343047748846 2.09990059129584e-05 6.30443263377107e-07
0.31 0.976118915532848 0.153145503099441 0.011916588334511 0.000616927023282521 2.39346967635475e-05 7.42570615480548e-07
0.32 0.974563374711113 0.157960719515823 0.0126911222627793 0.000678308768917915 2.71671544316467e-05 8.70091873252784e-07
0.33 0.972959740576021 0.162764105918055 0.0134893862000689 0.000743605597931385 3.07155805017742e-05 1.01453544495773e-06
0.34 0.971308133221643 0.167555303687062 0.0143113002316647 0.000812934332522124 3.45997540198705e-05 1.17752676894559e-06
0.35 0.969608676323187 0.172333955218708 0.0151567820694285 0.000886411289046337 3.88400285087203e-05 1.36079115298358e-06
0.36 0.967861497126711 0.17709970395352 0.0160257470595143 0.000964152263304587 4.34573288955246e-05 1.56615659595895e-06
0.37 0.966066726438513 0.181852194406331 0.0169181081903049 0.00104627251588384 4.8473148351982e-05 1.79555659144627e-06
0.38 0.964224498614254 0.186591072195817 0.0178337761005704 0.00113288675755578 5.39095450472498e-05 2.05103291263374e-06
0.39 0.962334951547764 0.191315984073944 0.018772659087846 0.00122410913473291 5.9789138814162e-05 2.33473837810523e-06
0.4 0.960398226659564 0.196026577955319 0.0197346631170303 0.00132005321498396 6.61351077290968e-05 2.64893959797759e-06
0.41 0.958414468885094 0.200722502946431 0.0207196918292017 0.00142083197261018 7.29711846058915e-05 2.99601969989503e-06
0.42 0.956383826662649 0.205403409374794 0.0217276465506531 0.00152655777428401 8.0321653404216e-05 3.37848103438525e-06
0.43 0.954306451921024 0.210068948817981 0.0227584263021438 0.00163734236475159 8.82113455528237e-05 3.79894785908426e-06
0.44 0.952182500066864 0.214718774132551 0.0238119278083667 0.00175329685260068 9.66656361881113e-05 4.26016900134011e-06
0.45 0.950012129971736 0.219352539482858 0.0248880455076322 0.00187453169609555 0.000105710440308427 4.76502049870792e-06
0.46 0.947795503958903 0.223969900369754 0.0259866715617659 0.00200115668908014 0.000115372208844577 5.31650821685202e-06
0.47 0.94553278778982 0.228570513659169 0.0271076958662192 0.00213328094695118 0.000125677924646989 5.91777044437352e-06
0.48 0.943224150650338 0.233154037610575 0.0282510060603934 0.00227101289270267 0.000136655098390005 6.57208046408482e-06
0.49 0.940869765136626 0.237720131905326 0.0294164875381752 0.00241446024304314 0.000148331764393783 7.28284910025553e-06
0.5 0.938469807240813 0.242268457674874 0.0306040234586826 0.00256372999458724 0.000160736476364288 8.05362724135747e-06
0.51 0.936024456336347 0.24679867752886 0.0318134947572203 0.00271892841012314 0.000173898303051887 8.88810833783945e-06
0.52 0.933533895163072 0.251310455583074 0.0330447801564441 0.002880161004957 0.000187846823829045 9.7901308744658e-06
0.53 0.930998309812026 0.255803457487286 0.0342977561777325 0.00304753253333628 0.000202612124187638 1.07636808167561e-05
0.54 0.928417889709965 0.260277350452937 0.0355722971527652 0.00322114697495294 0.000218224791156421 1.18128940310664e-05
0.55 0.925792827603606 0.264731803280701 0.0368682752353066 0.00340110752152836 0.000234715908639177 1.29420586778566e-05
0.56 0.923123319543602 0.269166486387903 0.0381855604131937 0.003587516563481 0.000252117052674108 1.41556175776907e-05
0.57 0.920409564868232 0.273581071835796 0.0395240205205277 0.00378047567667855 0.000270460286615 1.54581705495217e-05
0.58 0.917651766186831 0.2779752333567 0.0408835212500665 0.00398008560927579 0.000289778156234754 1.68544767208151e-05
0.59 0.914850129362945 0.282348646380986 0.0422639261658197 0.00418644626863953 0.000310103684751835 1.83494568090703e-05
0.6 0.912004863497211 0.286700988063916 0.0436650967158417 0.00439965670836219 0.000331470367780237 1.99481953743002e-05
0.61 0.909116180909979 0.291031937312337 0.0450868922452246 0.0046198151153652 0.000353912168203552 2.16559430420372e-05
0.62 0.906184297123663 0.295341174811215 0.0465291700092878 0.00484701879709369 0.000377463510973735 2.3478118696432e-05
0.63 0.903209430844825 0.299628383050013 0.0479917851869637 0.00508136416880389 0.000402159277835194 2.54203116430224e-05
0.64 0.900191803946002 0.303893246348922 0.0494745908943786 0.00532294674094436 0.000428034801974809 2.74882837407456e-05
0.65 0.897131641447265 0.308135450884915 0.0509774381986265 0.00557186110663271 0.000455125862598508 2.96879715027787e-05
0.66 0.894029171497527 0.312354684717657 0.0525001761317361 0.00582820092922883 0.000483468679435056 3.20254881657904e-05
0.67 0.890884625355578 0.316550637815236 0.0540426517048281 0.00609205893000619 0.000513099907167671 3.45071257271953e-05
0.68 0.887698237370883 0.320723002079737 0.0556047099224622 0.00636352687592239 0.000544056629794153 3.71393569500025e-05
0.69 0.884470244964109 0.324871471372642 0.0571861937971729 0.00664269556749024 0.000576376354916164 3.99288373348586e-05
0.7 0.881200888607405 0.328995741540059 0.0587869443641917 0.00692965482675084 0.000610097007958351 4.28824070588855e-05
0.71 0.877890411804433 0.33309551043778 0.0604068006963555 0.00722449348534969 0.000645256926317967 4.60070928809198e-05
0.72 0.874539061070143 0.337170477956163 0.0620455999191985 0.0075272993727173 0.000681894853445706 4.93101100127659e-05
0.73 0.871147085910307 0.341220346044835 0.0637031772262273 0.00783815930435542 0.000720049932858425 5.27988639560758e-05
0.74 0.867714738800802 0.345244818737216 0.0653793658943776 0.00815715907023032 0.000759761702084469 5.64809523044778e-05
